09:22:34.866 23.1C | 3.00 V
13:21:07.797 22.9C | 2.81 V
13:21:09.022 22.9C | 2.79 V
13:21:10.250 22.9C | 2.79 V
13:21:11.474 22.9C | 2.81 V
13:21:12.698 22.9C | 2.80 V
13:21:13.925 22.9C | 2.79 V
13:21:15.147 22.9C | 2.81 V
13:21:16.374 22.9C | 2.80 V
13:21:17.598 22.9C | 2.79 V
13:21:18.822 22.9C | 2.82 V
13:21:20.047 22.9C | 2.80 V
13:21:21.274 22.9C | 2.80 V
13:21:22.500 22.9C | 2.80 V
13:21:23.735 22.9C | 2.80 V
13:21:24.960 22.9C | 2.79 V
13:21:26.173 22.9C | 2.81 V
13:21:27.399 22.9C | 2.80 V
13:21:28.624 22.9C | 2.80 V
13:21:29.850 22.9C | 2.81 V
13:21:31.074 22.9C | 2.80 V
13:21:32.299 22.9C | 2.79 V
13:21:33.525 22.9C | 2.81 V
13:21:34.749 22.9C | 2.81 V
13:21:35.977 22.9C | 2.79 V
13:21:37.200 22.9C | 2.81 V
13:21:38.425 22.9C | 2.80 V
13:21:39.661 22.9C | 2.79 V
13:21:40.875 22.9C | 2.80 V
13:21:42.114 22.9C | 2.79 V
13:21:43.325 22.9C | 2.79 V
13:21:44.550 22.9C | 2.80 V
13:21:45.774 22.9C | 2.80 V
13:21:47.001 22.9C | 2.79 V
13:21:48.226 22.9C | 2.80 V
13:21:49.451 22.9C | 2.79 V
13:21:50.676 22.9C | 2.79 V
13:21:51.901 22.9C | 2.81 V
13:21:53.134 22.9C | 2.81 V
13:21:54.351 22.9C | 2.79 V
13:21:55.576 22.9C | 2.82 V
13:21:56.809 22.9C | 2.80 V
13:21:58.045 22.9C | 2.80 V
13:21:59.250 22.9C | 2.81 V
13:22:00.475 22.9C | 2.81 V
13:22:01.701 22.9C | 2.79 V
13:22:02.927 22.9C | 2.80 V
13:22:04.151 22.9C | 2.80 V
13:22:05.377 22.9C | 2.80 V
13:22:06.601 22.9C | 2.80 V
13:22:07.827 22.9C | 2.81 V
13:22:09.052 22.9C | 2.79 V
13:22:10.277 22.9C | 2.81 V
13:22:11.502 22.9C | 2.81 V
13:22:12.729 22.9C | 2.79 V
13:22:13.952 22.9C | 2.81 V
13:22:15.177 22.9C | 2.80 V
13:22:16.405 22.9C | 2.80 V
13:22:17.628 22.9C | 2.80 V
13:22:18.852 22.9C | 2.80 V
13:22:20.077 22.9C | 2.79 V
13:22:21.301 22.9C | 2.81 V
13:22:22.526 22.9C | 2.81 V
13:22:23.760 22.9C | 2.79 V
13:22:25.021 22.9C | 2.81 V
13:22:26.206 22.9C | 2.81 V
13:22:27.452 22.9C | 2.79 V
13:22:28.657 22.9C | 2.81 V
13:22:29.880 22.9C | 2.81 V
13:22:31.114 22.9C | 2.79 V
13:22:32.345 22.8C | 2.81 V
13:22:33.555 22.9C | 2.81 V
13:22:34.779 22.9C | 2.80 V
13:22:36.004 22.9C | 2.80 V
13:22:37.229 22.9C | 2.80 V
13:22:38.453 22.9C | 2.79 V
13:22:39.677 22.9C | 2.81 V
13:22:40.904 22.9C | 2.81 V
13:22:42.130 22.9C | 2.79 V
13:22:43.355 22.9C | 2.80 V
13:22:44.581 22.9C | 2.81 V
13:22:45.805 22.9C | 2.79 V
13:22:47.030 22.9C | 2.81 V
13:22:48.259 22.9C | 2.81 V
13:22:49.483 22.9C | 2.80 V
13:22:50.706 22.8C | 2.81 V
13:22:51.930 22.9C | 2.82 V
13:22:53.156 22.9C | 2.80 V
13:22:54.380 22.9C | 2.81 V
13:22:55.611 22.9C | 2.81 V
13:22:56.841 22.9C | 2.79 V
13:22:58.055 22.9C | 2.80 V
13:22:59.281 22.9C | 2.81 V
13:23:00.506 22.9C | 2.79 V
13:23:01.731 22.9C | 2.80 V
13:23:02.962 22.9C | 2.81 V
13:23:04.185 22.9C | 2.79 V
13:23:05.422 22.9C | 2.81 V
13:23:06.632 22.9C | 2.81 V
13:23:07.861 22.9C | 2.79 V
13:23:09.089 22.9C | 2.80 V
13:23:10.317 22.9C | 2.81 V
13:23:11.531 22.8C | 2.79 V
13:23:12.756 22.9C | 2.81 V
13:23:13.983 22.9C | 2.81 V
13:23:15.218 22.9C | 2.79 V
13:23:16.431 22.9C | 2.80 V
13:23:17.656 22.9C | 2.81 V
13:23:18.882 22.9C | 2.79 V
13:23:20.108 22.9C | 2.80 V
13:23:21.332 22.9C | 2.81 V
13:23:22.560 22.9C | 2.79 V
13:23:23.781 22.9C | 2.80 V
13:23:25.008 22.9C | 2.81 V
13:23:26.232 22.9C | 2.79 V
13:23:27.457 22.9C | 2.81 V
13:23:28.682 22.9C | 2.82 V
13:23:29.907 22.9C | 2.79 V
13:23:31.140 22.9C | 2.80 V
13:23:32.357 22.9C | 2.80 V
13:23:33.582 22.9C | 2.79 V
13:23:34.809 22.9C | 2.80 V
13:23:36.032 22.9C | 2.81 V
13:23:37.270 22.9C | 2.79 V
13:23:38.489 22.9C | 2.80 V
13:23:39.709 22.9C | 2.81 V
13:23:40.934 22.9C | 2.79 V
13:23:42.158 22.9C | 2.80 V
13:23:43.384 22.9C | 2.81 V
13:23:44.609 22.9C | 2.79 V
13:23:45.834 22.9C | 2.80 V
13:23:47.059 22.9C | 2.82 V
13:23:48.283 22.9C | 2.79 V
13:23:49.508 22.9C | 2.80 V
13:23:50.735 22.9C | 2.80 V
13:23:51.966 22.9C | 2.79 V
13:23:53.185 22.9C | 2.80 V
13:23:54.411 22.9C | 2.81 V
13:23:55.634 22.9C | 2.79 V
13:23:56.870 22.9C | 2.80 V
13:23:58.085 22.9C | 2.81 V
13:23:59.310 22.9C | 2.79 V
13:24:00.535 22.9C | 2.79 V
13:24:01.759 22.9C | 2.81 V
13:24:02.984 22.9C | 2.79 V
13:24:04.210 22.9C | 2.80 V
13:24:05.434 22.9C | 2.81 V
13:24:06.668 22.9C | 2.79 V
13:24:07.884 22.9C | 2.79 V
13:24:09.119 22.9C | 2.81 V
13:24:10.336 22.9C | 2.79 V
13:24:11.570 22.9C | 2.79 V
13:24:12.797 22.9C | 2.80 V
13:24:14.010 22.9C | 2.79 V
13:24:15.237 22.9C | 2.79 V
13:24:16.461 22.9C | 2.81 V
13:24:17.687 22.9C | 2.79 V
13:24:18.911 22.9C | 2.79 V
13:24:20.137 22.9C | 2.81 V
13:24:21.361 22.9C | 2.80 V
13:24:22.586 22.9C | 2.79 V
13:24:23.811 22.9C | 2.81 V
13:24:25.036 22.9C | 2.79 V
13:24:26.261 22.9C | 2.79 V
13:24:27.486 22.9C | 2.81 V
13:24:28.711 22.9C | 2.79 V
13:24:29.937 22.9C | 2.79 V
13:24:31.183 22.9C | 2.81 V
13:24:32.388 22.9C | 2.79 V
13:24:33.617 22.9C | 2.79 V
13:24:34.837 22.9C | 2.80 V
13:24:36.065 22.9C | 2.79 V
13:24:37.303 22.9C | 2.79 V
13:24:38.517 22.9C | 2.81 V
13:24:39.737 22.9C | 2.79 V
13:24:40.962 22.9C | 2.79 V
13:24:42.187 22.9C | 2.81 V
13:24:43.416 22.9C | 2.79 V
13:24:44.641 22.9C | 2.79 V
13:24:45.871 22.9C | 2.80 V
13:24:47.087 22.9C | 2.79 V
13:24:48.329 22.9C | 2.79 V
13:24:49.536 22.9C | 2.80 V
13:24:50.762 22.9C | 2.79 V
13:24:51.989 22.9C | 2.79 V
13:24:53.214 22.9C | 2.80 V
13:24:54.440 22.8C | 2.78 V
13:24:55.663 22.8C | 2.79 V
13:24:56.889 22.9C | 2.81 V
13:24:58.114 22.9C | 2.79 V
13:24:59.346 22.9C | 2.79 V
13:25:00.563 22.9C | 2.81 V
13:25:01.788 22.9C | 2.79 V
13:25:03.026 22.9C | 2.79 V
13:25:04.238 22.9C | 2.80 V
13:25:05.464 22.9C | 2.79 V
13:25:06.689 22.8C | 2.79 V
13:25:07.913 22.9C | 2.80 V
13:25:09.137 22.9C | 2.78 V
13:25:10.364 22.9C | 2.78 V
13:25:11.589 22.9C | 2.80 V
13:25:12.815 22.9C | 2.79 V
13:25:14.040 22.9C | 2.78 V
13:25:15.266 22.9C | 2.79 V
13:25:16.496 22.9C | 2.79 V
13:25:17.716 22.9C | 2.79 V
13:25:18.954 22.9C | 2.81 V
13:25:20.174 22.9C | 2.79 V
13:25:21.390 22.9C | 2.78 V
13:25:22.614 22.9C | 2.80 V
13:25:23.840 22.9C | 2.79 V
13:25:25.065 22.9C | 2.78 V
13:25:26.290 22.9C | 2.80 V
13:25:27.515 22.9C | 2.78 V
13:25:28.741 22.9C | 2.78 V
13:25:29.966 22.9C | 2.79 V
13:25:31.191 22.9C | 2.78 V
13:25:32.417 22.9C | 2.78 V
13:25:33.657 22.9C | 2.80 V
13:25:34.865 22.9C | 2.78 V
13:25:36.128 22.9C | 2.78 V
13:25:37.316 22.9C | 2.80 V
13:25:38.541 22.9C | 2.79 V
13:25:39.766 22.9C | 2.78 V
13:25:40.992 22.8C | 2.79 V
13:25:42.235 22.9C | 2.78 V
13:25:43.440 22.9C | 2.78 V
13:25:44.665 22.9C | 2.79 V
13:25:45.890 22.9C | 2.78 V
13:25:47.116 22.9C | 2.78 V
13:25:48.344 22.9C | 2.79 V
13:25:49.566 22.9C | 2.78 V
13:25:50.792 22.9C | 2.78 V
13:25:52.035 22.9C | 2.80 V
13:25:53.250 22.9C | 2.79 V
13:25:54.468 22.9C | 2.78 V
13:25:55.708 22.9C | 2.80 V
13:25:56.917 22.9C | 2.78 V
13:25:58.141 22.9C | 2.78 V
13:25:59.373 22.9C | 2.80 V
13:26:00.600 22.9C | 2.78 V
13:26:01.817 22.9C | 2.78 V
13:26:03.042 22.9C | 2.79 V
13:26:04.269 22.9C | 2.78 V
13:26:05.494 22.9C | 2.78 V
13:26:06.719 22.9C | 2.79 V
13:26:07.944 22.9C | 2.78 V
13:26:09.181 22.9C | 2.78 V
13:26:10.393 22.9C | 2.80 V
13:26:11.619 22.9C | 2.79 V
13:26:12.846 22.9C | 2.78 V
13:26:14.081 22.9C | 2.79 V
13:26:15.304 22.9C | 2.78 V
13:26:16.518 22.9C | 2.78 V
13:26:17.744 22.9C | 2.79 V
13:26:18.969 22.9C | 2.79 V
13:26:20.194 22.9C | 2.78 V
13:26:21.419 22.9C | 2.80 V
13:26:22.643 22.9C | 2.78 V
13:26:23.870 22.9C | 2.78 V
13:26:25.105 22.9C | 2.79 V
13:26:26.327 22.9C | 2.78 V
13:26:27.555 22.9C | 2.77 V
13:26:28.771 22.9C | 2.80 V
13:26:29.995 22.9C | 2.80 V
13:26:31.220 22.9C | 2.78 V
13:26:32.444 22.9C | 2.80 V
13:26:33.669 22.9C | 2.78 V
13:26:34.895 22.9C | 2.78 V
13:26:36.120 22.9C | 2.79 V
13:26:37.346 22.9C | 2.79 V
13:26:38.570 22.9C | 2.77 V
13:26:39.797 22.9C | 2.79 V
13:26:41.019 22.9C | 2.78 V
13:26:42.260 22.9C | 2.78 V
13:26:43.485 22.9C | 2.79 V
13:26:44.696 22.9C | 2.79 V
13:26:45.921 22.9C | 2.78 V
13:26:47.146 22.9C | 2.79 V
13:26:48.371 22.9C | 2.79 V
13:26:49.596 22.9C | 2.78 V
13:26:50.824 22.9C | 2.80 V
13:26:52.046 22.9C | 2.79 V
13:26:53.271 22.9C | 2.77 V
13:26:54.498 22.9C | 2.79 V
13:26:55.735 22.9C | 2.79 V
13:26:56.946 22.9C | 2.78 V
13:26:58.174 22.9C | 2.79 V
13:26:59.402 22.9C | 2.78 V
13:27:00.635 22.9C | 2.78 V
13:27:01.848 22.9C | 2.79 V
13:27:03.072 22.9C | 2.79 V
13:27:04.333 22.9C | 2.78 V
13:27:05.522 22.9C | 2.80 V
13:27:06.747 22.9C | 2.80 V
13:27:07.975 22.9C | 2.78 V
13:27:09.197 22.9C | 2.80 V
13:27:10.421 22.9C | 2.80 V
13:27:11.647 22.9C | 2.78 V
13:27:12.873 22.9C | 2.79 V
13:27:14.101 22.9C | 2.79 V
13:27:15.322 22.9C | 2.78 V
13:27:16.547 22.9C | 2.79 V
13:27:17.773 22.9C | 2.79 V
13:27:19.012 22.9C | 2.78 V
13:27:20.223 22.9C | 2.79 V
13:27:21.451 22.9C | 2.79 V
13:27:22.674 22.9C | 2.78 V
13:27:23.899 22.9C | 2.79 V
13:27:25.126 22.9C | 2.80 V
13:27:26.349 22.9C | 2.78 V
13:27:27.574 22.9C | 2.80 V
13:27:28.816 22.9C | 2.79 V
13:27:30.024 22.9C | 2.78 V
13:27:31.249 22.9C | 2.79 V
13:27:32.487 22.9C | 2.79 V
13:27:33.706 22.9C | 2.77 V
13:27:34.942 22.9C | 2.79 V
13:27:36.147 22.9C | 2.80 V
13:27:37.375 22.9C | 2.78 V
13:27:38.600 22.9C | 2.79 V
13:27:39.825 22.9C | 2.80 V
13:27:41.051 22.9C | 2.78 V
13:27:42.276 22.9C | 2.78 V
13:27:43.508 22.9C | 2.80 V
13:27:44.725 22.9C | 2.78 V
13:27:45.950 22.9C | 2.80 V
13:27:47.175 22.9C | 2.80 V
13:27:48.400 22.9C | 2.77 V
13:27:49.626 22.9C | 2.79 V
13:27:50.867 22.9C | 2.79 V
13:27:52.076 22.9C | 2.78 V
13:27:53.299 22.9C | 2.79 V
13:27:54.525 22.9C | 2.79 V
13:27:55.751 22.9C | 2.77 V
13:27:56.976 22.9C | 2.78 V
13:27:58.201 22.9C | 2.80 V
13:27:59.426 22.9C | 2.77 V
13:28:00.652 22.9C | 2.78 V
13:28:01.886 22.9C | 2.79 V
13:28:03.104 22.9C | 2.77 V
13:28:04.326 22.9C | 2.79 V
13:28:05.553 22.9C | 2.79 V
13:28:06.781 22.9C | 2.78 V
13:28:08.001 22.9C | 2.79 V
13:28:09.225 22.9C | 2.80 V
13:28:10.451 22.9C | 2.77 V
13:28:11.677 22.9C | 2.79 V
13:28:12.903 22.9C | 2.79 V
13:28:14.127 22.9C | 2.78 V
13:28:15.361 22.9C | 2.79 V
13:28:16.586 22.9C | 2.80 V
13:28:17.802 22.9C | 2.78 V
13:28:19.027 22.9C | 2.79 V
13:28:20.252 22.9C | 2.80 V
13:28:21.490 22.9C | 2.77 V
13:28:22.703 22.9C | 2.79 V
13:28:23.927 22.9C | 2.79 V
13:28:25.165 22.9C | 2.78 V
13:28:26.377 22.9C | 2.79 V
13:28:27.604 22.9C | 2.79 V
13:28:28.837 22.9C | 2.77 V
13:28:30.052 22.9C | 2.78 V
13:28:31.282 22.9C | 2.80 V
13:28:32.504 22.9C | 2.78 V
13:28:33.744 22.9C | 2.78 V
13:28:34.963 22.9C | 2.79 V
13:28:36.179 22.9C | 2.78 V
13:28:37.403 22.9C | 2.79 V
13:28:38.629 22.9C | 2.79 V
13:28:39.857 22.9C | 2.78 V
13:28:41.106 22.9C | 2.79 V
13:28:42.304 22.9C | 2.80 V
13:28:43.529 22.9C | 2.78 V
13:28:44.755 22.9C | 2.78 V
13:28:45.979 22.9C | 2.79 V
13:28:47.209 22.9C | 2.78 V
13:28:48.428 22.9C | 2.78 V
13:28:49.654 22.9C | 2.80 V
13:28:50.879 22.9C | 2.78 V
13:28:52.105 22.9C | 2.78 V
13:28:53.330 22.9C | 2.79 V
13:28:54.571 22.9C | 2.78 V
13:28:55.780 22.9C | 2.78 V
13:28:57.005 22.9C | 2.80 V
13:28:58.230 22.9C | 2.78 V
13:28:59.455 22.9C | 2.78 V
13:29:00.679 22.9C | 2.80 V
13:29:01.906 22.9C | 2.78 V
13:29:03.130 22.9C | 2.77 V
13:29:04.355 22.9C | 2.79 V
13:29:05.579 22.9C | 2.77 V
13:29:06.816 22.9C | 2.78 V
13:29:08.029 22.9C | 2.80 V
13:29:09.255 22.9C | 2.78 V
13:29:10.481 22.9C | 2.77 V
13:29:11.707 22.9C | 2.80 V
13:29:12.933 22.9C | 2.78 V
13:29:14.161 22.9C | 2.79 V
13:29:15.381 22.9C | 2.80 V
13:29:16.630 22.9C | 2.79 V
13:29:17.830 22.9C | 2.78 V
13:29:19.056 22.9C | 2.81 V
13:29:20.283 22.9C | 2.79 V
13:29:21.506 22.9C | 2.78 V
13:29:22.731 22.9C | 2.80 V
13:29:23.956 22.9C | 2.79 V
13:29:25.181 22.9C | 2.78 V
13:29:26.407 22.9C | 2.80 V
13:29:27.645 22.9C | 2.78 V
13:29:28.966 22.9C | 2.79 V
13:29:30.102 22.9C | 2.80 V
13:29:31.307 22.9C | 2.78 V
13:29:32.535 22.9C | 2.79 V
13:29:33.758 22.9C | 2.80 V
13:29:34.982 22.9C | 2.79 V
13:29:36.208 22.9C | 2.79 V
13:29:37.434 22.9C | 2.81 V
13:29:38.657 22.9C | 2.79 V
13:29:39.882 22.9C | 2.79 V
13:29:41.107 22.9C | 2.80 V
13:29:42.333 22.9C | 2.79 V
13:29:43.557 22.9C | 2.79 V
13:29:44.790 22.9C | 2.80 V
13:29:46.009 22.9C | 2.79 V
13:29:47.237 22.9C | 2.79 V
13:29:48.471 22.9C | 2.80 V
13:29:49.695 22.9C | 2.79 V
13:29:50.930 22.9C | 2.78 V
13:29:52.134 22.9C | 2.79 V
13:29:53.359 22.9C | 2.79 V
13:29:54.586 22.9C | 2.78 V
13:29:55.808 22.9C | 2.81 V
13:29:57.033 22.9C | 2.79 V
13:29:58.259 22.9C | 2.79 V
13:29:59.490 22.9C | 2.80 V
13:30:00.709 22.9C | 2.79 V
13:30:01.933 22.9C | 2.79 V
13:30:03.159 22.9C | 2.79 V
13:30:04.400 22.9C | 2.80 V
13:30:05.610 22.9C | 2.79 V
13:30:06.836 22.9C | 2.81 V
13:30:08.060 22.9C | 2.80 V
13:30:09.311 22.9C | 2.79 V
13:30:10.519 22.9C | 2.81 V
13:30:11.735 22.9C | 2.80 V
13:30:12.960 22.9C | 2.79 V
13:30:14.185 22.9C | 2.81 V
13:30:15.412 22.9C | 2.80 V
13:30:16.635 22.9C | 2.80 V
13:30:17.879 22.9C | 2.81 V
13:30:19.085 22.9C | 2.80 V
13:30:20.325 22.9C | 2.79 V
13:30:21.555 22.9C | 2.81 V
13:30:22.760 22.9C | 2.80 V
13:30:24.021 22.9C | 2.80 V
13:30:25.227 22.9C | 2.81 V
13:30:26.436 22.9C | 2.80 V
13:30:27.669 22.9C | 2.80 V
13:30:28.886 22.9C | 2.80 V
13:30:30.112 22.9C | 2.80 V
13:30:31.336 22.9C | 2.79 V
13:30:32.561 22.9C | 2.81 V
13:30:33.796 22.9C | 2.80 V
13:30:35.011 22.9C | 2.80 V
13:30:36.236 22.9C | 2.81 V
13:30:37.462 22.9C | 2.80 V
13:30:38.712 22.9C | 2.80 V
13:30:39.950 22.9C | 2.82 V
13:30:41.135 22.9C | 2.80 V
13:30:42.363 22.9C | 2.80 V
13:30:43.588 22.9C | 2.82 V
13:30:44.812 22.9C | 2.80 V
13:30:46.037 22.9C | 2.80 V
13:30:47.263 22.9C | 2.82 V
13:30:48.502 22.9C | 2.81 V
13:30:49.722 22.9C | 2.80 V
13:30:50.992 22.9C | 2.82 V
13:30:52.162 22.9C | 2.80 V
13:30:53.399 22.9C | 2.80 V
13:30:54.620 22.9C | 2.81 V
13:30:55.861 22.9C | 2.80 V
13:30:57.063 22.9C | 2.80 V
13:30:58.287 22.9C | 2.82 V
13:30:59.514 22.9C | 2.80 V
13:31:00.739 22.9C | 2.79 V
13:31:01.964 22.9C | 2.82 V
13:31:03.188 22.9C | 2.80 V
13:31:04.413 22.9C | 2.80 V
13:31:05.639 22.9C | 2.81 V
13:31:06.864 22.9C | 2.81 V
13:31:08.090 22.9C | 2.80 V
13:31:09.314 22.9C | 2.82 V
13:31:10.554 22.9C | 2.80 V
13:31:11.800 22.9C | 2.80 V
13:31:12.994 22.9C | 2.81 V
13:31:14.221 22.9C | 2.80 V
13:31:15.450 22.9C | 2.80 V
13:31:16.664 22.9C | 2.81 V
13:31:17.889 22.9C | 2.80 V
13:31:19.115 22.9C | 2.80 V
13:31:20.340 22.9C | 2.81 V
13:31:21.565 22.9C | 2.80 V
13:31:22.790 22.9C | 2.80 V
13:31:24.015 22.9C | 2.81 V
13:31:25.240 22.9C | 2.81 V
13:31:26.465 22.9C | 2.79 V
13:31:27.694 22.9C | 2.82 V
13:31:28.928 22.9C | 2.80 V
13:31:30.160 22.9C | 2.80 V
13:31:31.369 22.9C | 2.81 V
13:31:32.590 22.9C | 2.80 V
13:31:33.815 22.9C | 2.80 V
13:31:35.040 22.9C | 2.82 V
13:31:36.265 22.9C | 2.80 V
13:31:37.504 22.9C | 2.80 V
13:31:38.717 22.9C | 2.81 V
13:31:39.942 22.9C | 2.80 V
13:31:41.168 22.9C | 2.80 V
13:31:42.391 22.9C | 2.81 V
13:31:43.623 22.9C | 2.81 V
13:31:44.842 22.9C | 2.80 V
13:31:46.099 22.9C | 2.82 V
13:31:47.291 22.9C | 2.81 V
13:31:48.516 22.9C | 2.80 V
13:31:49.741 22.9C | 2.81 V
13:31:50.965 22.9C | 2.80 V
13:31:52.196 22.9C | 2.80 V
13:31:53.424 22.9C | 2.81 V
13:31:54.655 22.9C | 2.81 V
13:31:55.867 22.9C | 2.80 V
13:31:57.092 22.9C | 2.81 V
13:31:58.317 22.9C | 2.81 V
13:31:59.548 22.9C | 2.80 V
13:32:00.770 22.9C | 2.81 V
13:32:01.999 22.9C | 2.81 V
13:32:03.217 22.9C | 2.80 V
13:32:04.442 22.9C | 2.82 V
13:32:05.674 22.9C | 2.81 V
13:32:06.892 22.9C | 2.80 V
13:32:08.118 22.9C | 2.81 V
13:32:09.342 22.9C | 2.81 V
13:32:10.567 22.9C | 2.80 V
13:32:11.792 22.9C | 2.81 V
13:32:13.019 22.9C | 2.81 V
13:32:14.243 22.9C | 2.80 V
13:32:15.471 22.9C | 2.81 V
13:32:16.694 22.9C | 2.80 V
13:32:17.919 22.9C | 2.80 V
13:32:19.144 22.9C | 2.81 V
13:32:20.369 22.9C | 2.82 V
13:32:21.594 22.9C | 2.80 V
13:32:22.819 22.9C | 2.82 V
13:32:24.043 22.9C | 2.82 V
13:32:25.269 22.9C | 2.80 V
13:32:26.494 22.9C | 2.81 V
13:32:27.719 22.9C | 2.81 V
13:32:28.945 22.9C | 2.80 V
13:32:30.172 22.9C | 2.82 V
13:32:31.419 22.9C | 2.81 V
13:32:32.623 22.9C | 2.80 V
13:32:33.846 22.9C | 2.81 V
13:32:35.084 22.9C | 2.81 V
13:32:36.313 22.9C | 2.80 V
13:32:37.520 22.9C | 2.81 V
13:32:38.747 22.9C | 2.82 V
13:32:39.970 22.9C | 2.80 V
13:32:41.195 22.9C | 2.82 V
13:32:42.420 22.9C | 2.82 V
13:32:43.645 22.9C | 2.80 V
13:32:44.869 22.9C | 2.81 V
13:32:46.095 22.9C | 2.81 V
13:32:47.320 22.9C | 2.80 V
13:32:48.545 22.9C | 2.81 V
13:32:49.770 22.9C | 2.82 V
13:32:50.996 22.9C | 2.80 V
13:32:52.252 22.9C | 2.80 V
13:32:53.451 22.9C | 2.82 V
13:32:54.671 22.9C | 2.80 V
13:32:55.896 22.9C | 2.81 V
13:32:57.121 22.9C | 2.81 V
13:32:58.346 22.9C | 2.80 V
13:32:59.571 22.9C | 2.82 V
13:33:00.796 22.9C | 2.81 V
13:33:02.021 22.9C | 2.80 V
13:33:03.246 22.9C | 2.81 V
13:33:04.475 22.9C | 2.82 V
13:33:05.697 22.9C | 2.79 V
13:33:06.922 22.9C | 2.81 V
13:33:08.147 22.9C | 2.82 V
13:33:09.378 22.9C | 2.80 V
13:33:10.597 22.9C | 2.81 V
13:33:11.822 22.9C | 2.81 V
13:33:13.047 22.9C | 2.80 V
13:33:14.276 22.9C | 2.81 V
13:33:15.505 22.9C | 2.81 V
13:33:16.721 22.9C | 2.80 V
13:33:17.947 22.9C | 2.81 V
13:33:19.172 22.9C | 2.83 V
13:33:20.397 22.9C | 2.81 V
13:33:21.622 22.9C | 2.81 V
13:33:22.847 22.9C | 2.82 V
13:33:24.073 22.9C | 2.80 V
13:33:25.297 22.9C | 2.81 V
13:33:26.522 22.9C | 2.82 V
13:33:27.749 22.9C | 2.80 V
13:33:28.994 22.9C | 2.81 V
13:33:30.213 22.9C | 2.82 V
13:33:31.423 22.9C | 2.80 V
13:33:32.649 22.9C | 2.81 V
13:33:33.874 22.9C | 2.82 V
13:33:35.099 22.9C | 2.80 V
13:33:36.323 22.9C | 2.81 V
13:33:37.549 22.9C | 2.81 V
13:33:38.774 22.9C | 2.80 V
13:33:39.999 22.9C | 2.81 V
13:33:41.230 22.9C | 2.81 V
13:33:42.464 22.9C | 2.80 V
13:33:43.674 22.9C | 2.81 V
13:33:44.899 22.9C | 2.81 V
13:33:46.123 22.9C | 2.80 V
13:33:47.370 22.9C | 2.81 V
13:33:48.575 22.9C | 2.82 V
13:33:49.800 22.9C | 2.80 V
13:33:51.025 22.9C | 2.80 V
13:33:52.261 22.9C | 2.82 V
13:33:53.491 22.9C | 2.80 V
13:33:54.700 22.9C | 2.81 V
13:33:55.925 22.9C | 2.82 V
13:33:57.150 22.9C | 2.80 V
13:33:58.379 22.9C | 2.80 V
13:33:59.600 22.9C | 2.82 V
13:34:00.832 22.9C | 2.80 V
13:34:02.076 22.9C | 2.80 V
13:34:03.275 22.9C | 2.81 V
13:34:04.500 22.9C | 2.80 V
13:34:05.730 22.9C | 2.80 V
13:34:06.951 22.9C | 2.81 V
13:34:08.177 22.9C | 2.80 V
13:34:09.401 22.9C | 2.80 V
13:34:10.627 22.9C | 2.81 V
13:34:11.852 22.9C | 2.81 V
13:34:13.080 22.9C | 2.81 V
13:34:14.301 22.9C | 2.83 V
13:34:15.550 22.9C | 2.80 V
13:34:16.774 22.9C | 2.80 V
13:34:17.987 22.9C | 2.81 V
13:34:19.201 22.9C | 2.80 V
13:34:20.426 22.9C | 2.80 V
13:34:21.653 22.9C | 2.82 V
13:34:22.876 22.9C | 2.80 V
13:34:24.103 22.9C | 2.80 V
13:34:25.339 22.9C | 2.81 V
13:34:26.552 22.9C | 2.80 V
13:34:27.796 22.9C | 2.80 V
13:34:29.001 22.9C | 2.82 V
13:34:30.236 22.9C | 2.80 V
13:34:31.452 22.9C | 2.80 V
13:34:32.677 22.9C | 2.82 V
13:34:33.902 22.9C | 2.80 V
13:34:35.127 22.9C | 2.80 V
13:34:36.352 22.9C | 2.82 V
13:34:37.577 22.9C | 2.80 V
13:34:38.802 22.9C | 2.80 V
13:34:40.037 22.9C | 2.82 V
13:34:41.252 22.9C | 2.80 V
13:34:42.482 22.9C | 2.80 V
13:34:43.703 22.9C | 2.81 V
13:34:44.929 22.9C | 2.79 V
13:34:46.154 22.9C | 2.80 V
13:34:47.379 22.9C | 2.81 V
13:34:48.606 22.9C | 2.80 V
13:34:49.835 22.9C | 2.79 V
13:34:51.054 22.9C | 2.81 V
13:34:52.282 22.9C | 2.80 V
13:34:53.504 22.9C | 2.80 V
13:34:54.728 22.9C | 2.81 V
13:34:55.954 22.9C | 2.80 V
13:34:57.179 22.9C | 2.80 V
13:34:58.404 22.9C | 2.82 V
13:34:59.629 22.9C | 2.80 V
13:35:00.855 22.9C | 2.80 V
13:35:02.081 22.9C | 2.81 V
13:35:03.305 22.9C | 2.80 V
13:35:04.531 22.9C | 2.80 V
13:35:05.754 22.9C | 2.81 V
13:35:06.980 22.9C | 2.80 V
13:35:08.205 22.9C | 2.79 V
13:35:09.430 22.9C | 2.81 V
13:35:10.655 22.9C | 2.79 V
13:35:11.880 22.9C | 2.80 V
13:35:13.105 22.9C | 2.81 V
13:35:14.330 22.9C | 2.80 V
13:35:15.555 22.9C | 2.79 V
13:35:16.780 22.9C | 2.81 V
13:35:18.005 22.9C | 2.79 V
13:35:19.242 22.9C | 2.80 V
13:35:20.489 22.9C | 2.81 V
13:35:21.681 22.9C | 2.80 V
13:35:22.910 22.9C | 2.79 V
